subjid,session,trialno,texpr,validity,pexpr,stimf,sex,id,onset,dur,corr_resp,subj_resp,accuracy,rt
mm_,1,emo_fac,62,fre,invalid,ekl,ekl99m30.avi,,9,9m,1627.259,4.500,,99,false alarm,1.042,e,1.042
mm_,1,emo_fac,73,fre,invalid,ekl,ekl99m71.avi,,9,9m,1652.150,4.500,,0,false alarm,1.042,f,1.042
mm_,1,emo_fac,150,ekl,invalid,fre,fre99m24.avi,,9,9m,1682.824,4.500,,1,false alarm,0.765,j,0.765
mm_,1,emo_fac,148,fre,invalid,ekl,ekl99m25.avi,,9,9m,1708.139,4.500,,99,false alarm,1.107,e,1.107
mm_,1,emo_fac,114,fre,valid,fre,fre99w08.avi,,9,9w,1733.722,4.500,,99,false alarm,1.146,e,1.146
mm_,1,emo_fac,26,ekl,valid,ekl,ekl99w27.avi,,9,9w,1760.124,4.500,,1,false alarm,1.228,j,1.228
mm_,1,emo_fac,120,ekl,invalid,fre,fre99m09.avi,,9,9m,1785.289,4.500,,99,false alarm,1.030,e,1.030
mm_,1,emo_fac,25,fre,invalid,ekl,ekl99m47.avi,,9,9m,1810.636,4.500,,99,false alarm,1.253,e,1.253
mm_,1,emo_fac,2,fre,valid,fre,fre99m03.avi,,9,9m,1837.869,4.500,,0,false alarm,0.841,f,0.841
mm_,1,emo_fac,68,ekl,valid,ekl,ekl99m15.avi,,9,9m,1864.849,4.500,,0,false alarm,1.168,f,1.168
mm_,1,emo_fac,116,fre,invalid,ekl,ekl99m20.avi,,9,9m,1892.141,4.500,,0,false alarm,0.564,f,0.564
mm_,1,emo_fac,122,fre,valid,fre,fre99w27.avi,,9,9w,1917.646,4.500,,1,false alarm,0.663,j,0.663
mm_,1,emo_fac,139,ekl,invalid,fre,fre99m24.avi,,9,9m,1944.970,4.500,,99,false alarm,0.881,e,0.881
mm_,1,emo_fac,20,ekl,invalid,fre,fre99m23.avi,,9,9m,1971.058,4.500,,99,false alarm,1.137,e,1.137
mm_,1,emo_fac,157,ekl,valid,ekl,ekl99m15.avi,,9,9m,1997.660,4.500,,0,false alarm,1.012,f,1.012
mm_,1,emo_fac,129,fre,valid,fre,fre99w22.avi,,9,9w,2024.329,4.500,,0,false alarm,0.844,f,0.844
mm_,1,emo_fac,80,ekl,valid,ekl,ekl99w01.avi,,9,9w,2050.698,4.500,,99,false alarm,0.630,e,0.630
mm_,1,emo_fac,67,ekl,invalid,fre,fre99m03.avi,,9,9m,2077.420,4.500,,99,false alarm,0.950,e,0.950
mm_,1,emo_fac,159,fre,invalid,ekl,ekl99m05.avi,,9,9m,2103.963,4.500,,0,false alarm,0.783,f,0.783
mm_,1,emo_fac,60,ekl,valid,ekl,ekl99w58.avi,,9,9w,2132.103,4.500,,0,false alarm,0.710,f,0.710
mm_,1,emo_fac,115,ekl,valid,ekl,ekl99m05.avi,,9,9m,2157.438,4.500,,0,false alarm,0.917,f,0.917
mm_,1,emo_fac,22,ekl,valid,ekl,ekl99w08.avi,,9,9w,2183.855,4.500,,1,false alarm,0.915,j,0.915
mm_,1,emo_fac,3,ekl,invalid,fre,fre99m36.avi,,9,9m,2209.163,4.500,,1,false alarm,1.397,j,1.397
mm_,1,emo_fac,53,fre,valid,fre,fre99m10.avi,,9,9m,2235.781,4.500,,1,false alarm,0.945,j,0.945
mm_,1,emo_fac,82,ekl,invalid,fre,fre99m38.avi,,9,9m,2262.749,4.500,,1,false alarm,1.017,j,1.017
mm_,1,emo_fac,5,ekl,valid,ekl,ekl99w08.avi,,9,9w,2288.930,4.500,,1,false alarm,0.592,j,0.592
mm_,1,emo_fac,79,ekl,valid,ekl,ekl99m24.avi,,9,9m,2314.241,4.500,,1,false alarm,1.075,j,1.075
mm_,1,emo_fac,152,fre,valid,fre,fre99w16.avi,,9,9w,2340.891,4.500,,0,false alarm,1.148,f,1.148
mm_,1,emo_fac,45,fre,valid,fre,fre99w37.avi,,9,9w,2367.500,4.500,,0,false alarm,1.096,f,1.096
mm_,1,emo_fac,85,fre,invalid,ekl,ekl99m03.avi,,9,9m,2393.994,4.500,,1,false alarm,1.149,j,1.149
mm_,1,emo_fac,35,fre,valid,fre,fre99m24.avi,,9,9m,2420.570,4.500,,99,false alarm,0.819,e,0.819
mm_,1,emo_fac,102,ekl,valid,ekl,ekl99m30.avi,,9,9m,2447.780,4.500,,1,false alarm,0.958,j,0.958
mm_,1,emo_fac,52,ekl,valid,ekl,ekl99m36.avi,,9,9m,2473.984,4.500,,99,false alarm,1.241,e,1.241
mm_,1,emo_fac,92,ekl,valid,ekl,ekl99m20.avi,,9,9m,2500.696,4.500,,0,false alarm,0.659,f,0.659
mm_,1,emo_fac,48,fre,valid,fre,fre99m23.avi,,9,9m,2527.545,4.500,,99,false alarm,0.843,e,0.843
mm_,1,emo_fac,144,fre,valid,fre,fre99m38.avi,,9,9m,2556.456,4.500,,0,false alarm,0.785,f,0.785
mm_,1,emo_fac,72,fre,valid,fre,fre99w26.avi,,9,9w,2582.274,4.500,,1,false alarm,0.800,j,0.800
mm_,1,emo_fac,71,ekl,valid,ekl,ekl99m33.avi,,9,9m,2609.250,4.500,,0,false alarm,0.472,f,0.472
mm_,1,emo_fac,121,ekl,valid,ekl,ekl99w57.avi,,9,9w,2635.399,4.500,,99,false alarm,0.974,e,0.974
mm_,1,emo_fac,70,fre,valid,fre,fre99w56.avi,,9,9w,2665.139,4.500,,99,false alarm,0.984,e,0.984
mm_,1,emo_fac,19,fre,invalid,ekl,ekl99m24.avi,,9,9m,2690.699,4.500,,99,false alarm,1.067,e,1.067
mm_,1,emo_fac,95,ekl,valid,ekl,ekl99w22.avi,,9,9w,2717.326,4.500,,1,false alarm,1.152,j,1.152
mm_,1,emo_fac,30,fre,valid,fre,fre99w56.avi,,9,9w,2744.189,4.500,,1,false alarm,0.849,j,0.849
mm_,1,emo_fac,133,ekl,invalid,fre,fre99m46.avi,,9,9m,2774.304,4.500,,99,false alarm,0.634,e,0.634
mm_,1,emo_fac,6,ekl,valid,ekl,ekl99m21.avi,,9,9m,2800.849,4.500,,0,false alarm,0.761,f,0.761
mm_,1,emo_fac,66,ekl,valid,ekl,ekl99w37.avi,,9,9w,2827.516,4.500,,99,false alarm,0.582,e,0.582
mm_,1,emo_fac,145,ekl,valid,ekl,ekl99w16.avi,,9,9w,2856.209,4.500,,99,false alarm,0.781,e,0.781
mm_,1,emo_fac,149,fre,valid,fre,fre99w56.avi,,9,9w,2883.042,4.500,,0,false alarm,0.988,f,0.988
mm_,1,emo_fac,37,fre,valid,fre,fre99m15.avi,,9,9m,2909.489,4.500,,1,false alarm,0.721,j,0.721
mm_,1,emo_fac,118,fre,valid,fre,fre99m09.avi,,9,9m,2935.733,4.500,,0,false alarm,0.803,f,0.803
mm_,1,emo_fac,119,fre,invalid,ekl,ekl99m21.avi,,9,9m,2962.162,4.500,,0,false alarm,0.717,f,0.717
mm_,1,emo_fac,135,ekl,invalid,fre,fre99m46.avi,,9,9m,2991.705,4.500,,99,false alarm,0.810,e,0.810
mm_,1,emo_fac,156,fre,valid,fre,fre99m47.avi,,9,9m,3017.233,4.500,,99,false alarm,1.046,e,1.046
mm_,1,emo_fac,131,ekl,valid,ekl,ekl99w04.avi,,9,9w,3043.872,4.500,,0,false alarm,0.954,f,0.954
mm_,1,emo_fac,76,ekl,valid,ekl,ekl99m71.avi,,9,9m,3069.524,4.500,,1,false alarm,0.973,j,0.973
mm_,1,emo_fac,91,fre,valid,fre,fre99w04.avi,,9,9w,3100.280,4.500,,0,false alarm,0.737,f,0.737
mm_,1,emo_fac,28,ekl,invalid,fre,fre99m24.avi,,9,9m,3125.818,4.500,,1,false alarm,0.673,j,0.673
mm_,1,emo_fac,100,fre,valid,fre,fre99w57.avi,,9,9w,3152.532,4.500,,99,false alarm,0.857,e,0.857
mm_,1,emo_fac,86,fre,valid,fre,fre99w19.avi,,9,9w,3178.911,4.500,,99,false alarm,0.948,e,0.948
mm_,1,emo_fac,61,fre,invalid,ekl,ekl99m71.avi,,9,9m,3208.753,4.500,,1,false alarm,0.892,j,0.892
mm_,1,emo_fac,137,fre,valid,fre,fre99m30.avi,,9,9m,3234.008,4.500,,1,false alarm,1.029,j,1.029
mm_,1,emo_fac,126,fre,valid,fre,fre99m21.avi,,9,9m,3260.451,4.500,,1,false alarm,1.133,j,1.133
mm_,1,emo_fac,142,ekl,invalid,fre,fre99m03.avi,,9,9m,3285.705,4.500,,99,false alarm,0.697,e,0.697
mm_,1,emo_fac,69,fre,invalid,ekl,ekl99m05.avi,,9,9m,3316.279,4.500,,1,false alarm,0.958,j,0.958
mm_,1,emo_fac,12,fre,valid,fre,fre99m20.avi,,9,9m,3341.612,4.500,,99,false alarm,0.992,e,0.992
mm_,1,emo_fac,34,ekl,invalid,fre,fre99m46.avi,,9,9m,3367.243,4.500,,1,false alarm,1.004,j,1.004
mm_,1,emo_fac,128,fre,valid,fre,fre99w12.avi,,9,9w,3393.669,4.500,,1,false alarm,1.201,j,1.201
mm_,1,emo_fac,43,fre,valid,fre,fre99m36.avi,,9,9m,3420.102,4.500,,99,false alarm,1.243,e,1.243
mm_,1,emo_fac,90,ekl,valid,ekl,ekl99w32.avi,,9,9w,3445.593,4.500,,0,false alarm,1.278,f,1.278
mm_,1,emo_fac,63,fre,valid,fre,fre99w57.avi,,9,9w,3472.550,4.500,,99,false alarm,0.814,e,0.814
mm_,1,emo_fac,54,fre,valid,fre,fre99w61.avi,,9,9w,3498.656,4.500,,99,false alarm,0.961,e,0.961
mm_,1,emo_fac,96,ekl,valid,ekl,ekl99w12.avi,,9,9w,3523.774,4.500,,0,false alarm,1.043,f,1.043
mm_,1,emo_fac,123,fre,valid,fre,fre99m47.avi,,9,9m,3548.359,4.500,,1,false alarm,0.532,j,0.532
mm_,1,emo_fac,155,ekl,valid,ekl,ekl99w02.avi,,9,9w,3573.907,4.500,,99,false alarm,0.680,e,0.680
mm_,1,emo_fac,36,ekl,valid,ekl,ekl99w37.avi,,9,9w,3600.621,4.500,,1,false alarm,0.950,j,0.950
mm_,1,emo_fac,65,fre,valid,fre,fre99m23.avi,,9,9m,3627.191,4.500,,1,false alarm,1.068,j,1.068
mm_,1,emo_fac,111,ekl,valid,ekl,ekl99w31.avi,,9,9w,3652.053,4.500,,1,false alarm,0.437,j,0.437
mm_,1,emo_fac,16,fre,valid,fre,fre99w12.avi,,9,9w,3677.078,4.500,,0,false alarm,1.124,f,1.124
mm_,1,emo_fac,104,ekl,valid,ekl,ekl99w61.avi,,9,9w,3704.049,4.500,,99,false alarm,0.758,e,0.758
mm_,1,emo_fac,29,fre,valid,fre,fre99m28.avi,,9,9m,3730.373,4.500,,99,false alarm,0.717,e,0.717
mm_,1,emo_fac,56,ekl,valid,ekl,ekl99w32.avi,,9,9w,3755.426,4.500,,99,false alarm,0.960,e,0.960
mm_,1,emo_fac,160,ekl,valid,ekl,ekl99m03.avi,,9,9m,3780.633,4.500,,99,false alarm,0.746,e,0.746
mm_,1,emo_fac,134,fre,valid,fre,fre99w14.avi,,9,9w,3807.343,4.500,,1,false alarm,1.034,j,1.034
mm_,1,emo_fac,147,ekl,valid,ekl,ekl99m49.avi,,9,9m,3834.545,4.500,,0,false alarm,1.123,f,1.123
mm_,1,emo_fac,27,ekl,valid,ekl,ekl99w19.avi,,9,9w,3864.726,4.500,,1,false alarm,1.050,j,1.050
mm_,1,emo_fac,14,fre,invalid,ekl,ekl99m49.avi,,9,9m,3890.833,4.500,,1,false alarm,0.497,j,0.497
mm_,1,emo_fac,151,ekl,valid,ekl,ekl99m10.avi,,9,9m,3917.597,4.500,,0,false alarm,0.780,f,0.780
mm_,1,emo_fac,58,ekl,valid,ekl,ekl99m46.avi,,9,9m,3944.346,4.500,,99,false alarm,0.798,e,0.798
mm_,1,emo_fac,130,ekl,invalid,fre,fre99m07.avi,,9,9m,3974.043,4.500,,99,false alarm,0.663,e,0.663
mm_,1,emo_fac,77,fre,valid,fre,fre99m25.avi,,9,9m,4000.784,4.500,,0,false alarm,0.817,f,0.817
mm_,1,emo_fac,105,fre,invalid,ekl,ekl99m28.avi,,9,9m,4027.148,4.500,,0,false alarm,0.874,f,0.874
mm_,1,emo_fac,140,ekl,valid,ekl,ekl99w37.avi,,9,9w,4052.454,4.500,,99,false alarm,0.623,e,0.623
mm_,1,emo_fac,50,fre,valid,fre,fre99w37.avi,,9,9w,4082.207,4.500,,0,false alarm,0.897,f,0.897
mm_,1,emo_fac,10,fre,valid,fre,fre99w02.avi,,9,9w,4107.258,4.500,,1,false alarm,0.950,j,0.950
mm_,1,emo_fac,138,fre,valid,fre,fre99m07.avi,,9,9m,4134.617,4.500,,99,false alarm,0.627,e,0.627
mm_,1,emo_fac,97,fre,invalid,ekl,ekl99m05.avi,,9,9m,4160.768,4.500,,99,false alarm,1.028,e,1.028
mm_,1,emo_fac,46,fre,invalid,ekl,ekl99m36.avi,,9,9m,4190.945,4.500,,0,false alarm,0.850,f,0.850
mm_,1,emo_fac,51,ekl,valid,ekl,ekl99w26.avi,,9,9w,4216.824,4.500,,1,false alarm,0.585,j,0.585
mm_,1,emo_fac,33,ekl,valid,ekl,ekl99m23.avi,,9,9m,4242.262,4.500,,1,false alarm,0.659,j,0.659
subjid,session,block,trialno,texpr,validity,pexpr,stimf,mov,sex,id,onset,dur,corr_resp,subj_resp,accuracy,rt,autoresp,autort
mm_,1,emo_fac,93,ekl,invalid,fre,fre99m71.avi,,9,9m,7.379,4.500,,0,false alarm,0.837,f,0.837
mm_,1,emo_fac,7,ekl,valid,ekl,ekl99m33.avi,,9,9m,33.807,4.500,,0,false alarm,0.764,f,0.764
mm_,1,emo_fac,18,ekl,valid,ekl,ekl99m07.avi,,9,9m,60.502,4.500,,99,false alarm,0.816,e,0.816
mm_,1,emo_fac,17,ekl,valid,ekl,ekl99w61.avi,,9,9w,87.155,4.500,,99,false alarm,0.843,e,0.843
mm_,1,emo_fac,72,ekl,invalid,fre,fre99m23.avi,,9,9m,113.230,4.500,,99,false alarm,0.703,e,0.703
mm_,1,emo_fac,2,fre,valid,fre,fre99w32.avi,,9,9w,138.802,4.500,,99,false alarm,0.701,e,0.701
mm_,1,emo_fac,62,ekl,valid,ekl,ekl99m49.avi,,9,9m,164.711,4.500,,1,false alarm,0.499,j,0.499
mm_,1,emo_fac,9,ekl,valid,ekl,ekl99m46.avi,,9,9m,191.413,4.500,,1,false alarm,0.684,j,0.684
mm_,1,emo_fac,139,fre,valid,fre,fre99m05.avi,,9,9m,216.770,4.500,,0,false alarm,0.709,f,0.709
mm_,1,emo_fac,31,ekl,valid,ekl,ekl99w22.avi,,9,9w,242.232,4.500,,1,false alarm,0.631,j,0.631
mm_,1,emo_fac,74,ekl,valid,ekl,ekl99w14.avi,,9,9w,269.948,4.500,,99,false alarm,0.729,e,0.729
mm_,1,emo_fac,89,fre,valid,fre,fre99m21.avi,,9,9m,299.992,4.500,,1,false alarm,0.954,j,0.954
mm_,1,emo_fac,127,fre,valid,fre,fre99m30.avi,,9,9m,325.584,4.500,,0,false alarm,1.139,f,1.139
mm_,1,emo_fac,88,ekl,invalid,fre,fre99m28.avi,,9,9m,351.677,4.500,,0,false alarm,0.922,f,0.922
mm_,1,emo_fac,68,fre,valid,fre,fre99m10.avi,,9,9m,377.644,4.500,,1,false alarm,0.777,j,0.777
mm_,1,emo_fac,24,fre,valid,fre,fre99w61.avi,,9,9w,409.278,4.500,,99,false alarm,0.714,e,0.714
mm_,1,emo_fac,54,fre,valid,fre,fre99m71.avi,,9,9m,435.311,4.500,,99,false alarm,0.947,e,0.947
mm_,1,emo_fac,73,fre,valid,fre,fre99m38.avi,,9,9m,462.248,4.500,,1,false alarm,0.610,j,0.610
mm_,1,emo_fac,28,fre,valid,fre,fre99m10.avi,,9,9m,488.688,4.500,,1,false alarm,0.821,j,0.821
mm_,1,emo_fac,141,fre,valid,fre,fre99w37.avi,,9,9w,518.562,4.500,,99,false alarm,0.343,e,0.343
mm_,1,emo_fac,157,fre,invalid,ekl,ekl99m03.avi,,9,9m,546.156,4.500,,0,false alarm,0.840,f,0.840
mm_,1,emo_fac,97,fre,invalid,ekl,ekl99m38.avi,,9,9m,572.328,4.500,,1,false alarm,0.877,j,0.877
mm_,1,emo_fac,90,ekl,valid,ekl,ekl99m36.avi,,9,9m,598.662,4.500,,1,false alarm,0.481,j,0.481
mm_,1,emo_fac,116,ekl,valid,ekl,ekl99w32.avi,,9,9w,628.289,4.500,,0,false alarm,1.177,f,1.177
mm_,1,emo_fac,4,fre,valid,fre,fre99w14.avi,,9,9w,653.199,4.500,,0,false alarm,0.633,f,0.633
mm_,1,emo_fac,20,ekl,valid,ekl,ekl99m09.avi,,9,9m,678.307,4.500,,99,false alarm,0.955,e,0.955
mm_,1,emo_fac,109,ekl,invalid,fre,fre99m71.avi,,9,9m,703.763,4.500,,99,false alarm,0.890,e,0.890
mm_,1,emo_fac,51,ekl,valid,ekl,ekl99w37.avi,,9,9w,731.702,4.500,,0,false alarm,0.798,f,0.798
mm_,1,emo_fac,134,fre,valid,fre,fre99w22.avi,,9,9w,756.998,4.500,,1,false alarm,0.803,j,0.803
mm_,1,emo_fac,8,fre,valid,fre,fre99w58.avi,,9,9w,783.777,4.500,,0,false alarm,0.833,f,0.833
mm_,1,emo_fac,48,fre,valid,fre,fre99m05.avi,,9,9m,810.214,4.500,,99,false alarm,0.792,e,0.792
mm_,1,emo_fac,107,fre,invalid,ekl,ekl99m30.avi,,9,9m,836.833,4.500,,0,false alarm,0.500,f,0.500
mm_,1,emo_fac,69,ekl,valid,ekl,ekl99w04.avi,,9,9w,861.981,4.500,,0,false alarm,0.895,f,0.895
mm_,1,emo_fac,33,ekl,invalid,fre,fre99m10.avi,,9,9m,888.661,4.500,,0,false alarm,0.773,f,0.773
mm_,1,emo_fac,154,fre,valid,fre,fre99m46.avi,,9,9m,915.317,4.500,,99,false alarm,0.874,e,0.874
mm_,1,emo_fac,15,ekl,valid,ekl,ekl99w22.avi,,9,9w,942.065,4.500,,1,false alarm,0.920,j,0.920
mm_,1,emo_fac,112,ekl,valid,ekl,ekl99m07.avi,,9,9m,968.641,4.500,,0,false alarm,1.506,f,1.506
mm_,1,emo_fac,117,fre,valid,fre,fre99m36.avi,,9,9m,995.263,4.500,,0,false alarm,0.610,f,0.610
mm_,1,emo_fac,84,ekl,valid,ekl,ekl99m25.avi,,9,9m,1021.991,4.500,,1,false alarm,0.648,j,0.648
mm_,1,emo_fac,81,ekl,invalid,fre,fre99m46.avi,,9,9m,1048.839,4.500,,99,false alarm,1.006,e,1.006
mm_,1,emo_fac,52,ekl,valid,ekl,ekl99w57.avi,,9,9w,1075.442,4.500,,0,false alarm,0.733,f,0.733
mm_,1,emo_fac,108,ekl,valid,ekl,ekl99w02.avi,,9,9w,1102.270,4.500,,0,false alarm,0.850,f,0.850
mm_,1,emo_fac,56,ekl,valid,ekl,ekl99w08.avi,,9,9w,1128.911,4.500,,99,false alarm,0.923,e,0.923
mm_,1,emo_fac,86,ekl,valid,ekl,ekl99w16.avi,,9,9w,1155.407,4.500,,1,false alarm,0.889,j,0.889
mm_,1,emo_fac,87,ekl,valid,ekl,ekl99w26.avi,,9,9w,1182.077,4.500,,0,false alarm,0.413,f,0.413
mm_,1,emo_fac,92,fre,valid,fre,fre99m71.avi,,9,9m,1208.895,4.500,,0,false alarm,0.608,f,0.608
mm_,1,emo_fac,32,ekl,invalid,fre,fre99m71.avi,,9,9m,1235.477,4.500,,99,false alarm,0.731,e,0.731
mm_,1,emo_fac,111,fre,invalid,ekl,ekl99m71.avi,,9,9m,1262.150,4.500,,1,false alarm,0.692,j,0.692
mm_,1,emo_fac,63,ekl,valid,ekl,ekl99w12.avi,,9,9w,1288.562,4.500,,1,false alarm,0.808,j,0.808
mm_,1,emo_fac,149,fre,valid,fre,fre99w32.avi,,9,9w,1315.423,4.500,,0,false alarm,0.825,f,0.825
mm_,1,emo_fac,49,ekl,valid,ekl,ekl99m38.avi,,9,9m,1342.029,4.500,,99,false alarm,1.225,e,1.225
mm_,1,emo_fac,136,fre,valid,fre,fre99w08.avi,,9,9w,1368.678,4.500,,99,false alarm,1.082,e,1.082
mm_,1,emo_fac,71,ekl,valid,ekl,ekl99w19.avi,,9,9w,1395.194,4.500,,0,false alarm,1.092,f,1.092
mm_,1,emo_fac,126,ekl,valid,ekl,ekl99m21.avi,,9,9m,1421.956,4.500,,99,false alarm,1.353,e,1.353
mm_,1,emo_fac,129,fre,valid,fre,fre99m24.avi,,9,9m,1448.363,4.500,,0,false alarm,0.903,f,0.903
mm_,1,emo_fac,67,fre,valid,fre,fre99w26.avi,,9,9w,1473.587,4.500,,0,false alarm,0.897,f,0.897
mm_,1,emo_fac,115,ekl,invalid,fre,fre99m71.avi,,9,9m,1501.436,4.500,,1,false alarm,0.658,j,0.658
mm_,1,emo_fac,105,ekl,valid,ekl,ekl99m20.avi,,9,9m,1527.065,4.500,,0,false alarm,0.993,f,0.993
mm_,1,emo_fac,5,ekl,valid,ekl,ekl99m21.avi,,9,9m,1553.568,4.500,,99,false alarm,0.665,e,0.665
mm_,1,emo_fac,143,ekl,invalid,fre,fre99m10.avi,,9,9m,1580.362,4.500,,99,false alarm,0.979,e,0.979
mm_,1,emo_fac,82,ekl,valid,ekl,ekl99w58.avi,,9,9w,1610.610,4.500,,1,false alarm,0.794,j,0.794
mm_,1,emo_fac,36,fre,invalid,ekl,ekl99m28.avi,,9,9m,1636.916,4.500,,99,false alarm,1.095,e,1.095
mm_,1,emo_fac,12,fre,invalid,ekl,ekl99m71.avi,,9,9m,1663.430,4.500,,1,false alarm,0.853,j,0.853
mm_,1,emo_fac,80,fre,valid,fre,fre99m21.avi,,9,9m,1688.332,4.500,,0,false alarm,1.181,f,1.181
mm_,1,emo_fac,57,ekl,valid,ekl,ekl99m03.avi,,9,9m,1715.972,4.500,,1,false alarm,1.043,j,1.043
mm_,1,emo_fac,50,fre,valid,fre,fre99w18.avi,,9,9w,1742.032,4.500,,1,false alarm,0.852,j,0.852
mm_,1,emo_fac,140,ekl,valid,ekl,ekl99m25.avi,,9,9m,1768.404,4.500,,0,false alarm,0.965,f,0.965
mm_,1,emo_fac,147,ekl,valid,ekl,ekl99m38.avi,,9,9m,1793.642,4.500,,1,false alarm,0.579,j,0.579
mm_,1,emo_fac,121,ekl,invalid,fre,fre99m23.avi,,9,9m,1824.619,4.500,,0,false alarm,0.594,f,0.594
mm_,1,emo_fac,76,fre,invalid,ekl,ekl99m30.avi,,9,9m,1850.614,4.500,,99,false alarm,0.693,e,0.693
mm_,1,emo_fac,133,ekl,valid,ekl,ekl99w22.avi,,9,9w,1876.958,4.500,,0,false alarm,0.939,f,0.939
mm_,1,emo_fac,85,fre,valid,fre,fre99m25.avi,,9,9m,1903.851,4.500,,0,false alarm,1.307,f,1.307
mm_,1,emo_fac,155,ekl,valid,ekl,ekl99m71.avi,,9,9m,1933.588,4.500,,99,false alarm,0.798,e,0.798
mm_,1,emo_fac,119,fre,valid,fre,fre99m33.avi,,9,9m,1960.376,4.500,,1,false alarm,1.123,j,1.123
mm_,1,emo_fac,14,fre,valid,fre,fre99m49.avi,,9,9m,1986.981,4.500,,0,false alarm,0.676,f,0.676
mm_,1,emo_fac,160,ekl,valid,ekl,ekl99m10.avi,,9,9m,2014.080,4.500,,0,false alarm,0.895,f,0.895
mm_,1,emo_fac,122,ekl,invalid,fre,fre99m33.avi,,9,9m,2042.940,4.500,,99,false alarm,1.045,e,1.045
mm_,1,emo_fac,102,ekl,invalid,fre,fre99m21.avi,,9,9m,2068.608,4.500,,1,false alarm,1.066,j,1.066
mm_,1,emo_fac,41,ekl,invalid,fre,fre99m09.avi,,9,9m,2095.392,4.500,,1,false alarm,1.109,j,1.109
mm_,1,emo_fac,75,fre,valid,fre,fre99w04.avi,,9,9w,2121.968,4.500,,0,false alarm,1.064,f,1.064
mm_,1,emo_fac,23,fre,valid,fre,fre99w27.avi,,9,9w,2152.056,4.500,,1,false alarm,0.677,j,0.677
mm_,1,emo_fac,60,fre,valid,fre,fre99w12.avi,,9,9w,2178.717,4.500,,1,false alarm,0.948,j,0.948
mm_,1,emo_fac,26,ekl,valid,ekl,ekl99m36.avi,,9,9m,2205.372,4.500,,99,false alarm,0.497,e,0.497
mm_,1,emo_fac,128,ekl,valid,ekl,ekl99m15.avi,,9,9m,2232.135,4.500,,1,false alarm,0.818,j,0.818
mm_,1,emo_fac,142,ekl,valid,ekl,ekl99w27.avi,,9,9w,2260.952,4.500,,0,false alarm,1.063,f,1.063
mm_,1,emo_fac,137,fre,invalid,ekl,ekl99m15.avi,,9,9m,2286.735,4.500,,1,false alarm,1.174,j,1.174
mm_,1,emo_fac,34,fre,invalid,ekl,ekl99m33.avi,,9,9m,2312.299,4.500,,99,false alarm,1.081,e,1.081
mm_,1,emo_fac,130,ekl,valid,ekl,ekl99m20.avi,,9,9m,2338.883,4.500,,1,false alarm,0.767,j,0.767
mm_,1,emo_fac,77,ekl,valid,ekl,ekl99m36.avi,,9,9m,2370.171,4.500,,1,false alarm,0.780,j,0.780
mm_,1,emo_fac,152,fre,valid,fre,fre99m15.avi,,9,9m,2395.139,4.500,,0,false alarm,0.984,f,0.984
mm_,1,emo_fac,94,ekl,invalid,fre,fre99m03.avi,,9,9m,2420.332,4.500,,0,false alarm,0.796,f,0.796
mm_,1,emo_fac,66,fre,valid,fre,fre99w57.avi,,9,9w,2446.943,4.500,,99,false alarm,0.857,e,0.857
mm_,1,emo_fac,22,fre,valid,fre,fre99m47.avi,,9,9m,2473.556,4.500,,99,false alarm,0.692,e,0.692
mm_,1,emo_fac,125,ekl,valid,ekl,ekl99w57.avi,,9,9w,2500.493,4.500,,99,false alarm,0.732,e,0.732
mm_,1,emo_fac,39,ekl,valid,ekl,ekl99m28.avi,,9,9m,2527.162,4.500,,1,false alarm,1.045,j,1.045
mm_,1,emo_fac,120,ekl,valid,ekl,ekl99w04.avi,,9,9w,2553.704,4.500,,0,false alarm,0.882,f,0.882
mm_,1,emo_fac,78,fre,valid,fre,fre99w32.avi,,9,9w,2580.070,4.500,,1,false alarm,0.593,j,0.593
mm_,1,emo_fac,21,ekl,valid,ekl,ekl99m23.avi,,9,9m,2605.361,4.500,,99,false alarm,0.584,e,0.584
mm_,1,emo_fac,79,fre,invalid,ekl,ekl99m10.avi,,9,9m,2632.066,4.500,,0,false alarm,0.757,f,0.757
mm_,1,emo_fac,158,fre,valid,fre,fre99w56.avi,,9,9w,2658.613,4.500,,99,false alarm,0.569,e,0.569
mm_,1,emo_fac,64,ekl,invalid,fre,fre99m33.avi,,9,9m,2685.391,4.500,,1,false alarm,1.038,j,1.038
mm_,1,emo_fac,45,ekl,valid,ekl,ekl99m28.avi,,9,9m,2711.687,4.500,,0,false alarm,0.642,f,0.642
mm_,1,emo_fac,46,fre,invalid,ekl,ekl99m33.avi,,9,9m,2736.823,4.500,,0,false alarm,0.971,f,0.971
mm_,1,emo_fac,131,fre,valid,fre,fre99w57.avi,,9,9w,2761.751,4.500,,99,false alarm,0.608,e,0.608
mm_,1,emo_fac,25,fre,valid,fre,fre99w16.avi,,9,9w,2787.006,4.500,,99,false alarm,1.006,e,1.006
mm_,1,emo_fac,96,fre,valid,fre,fre99m25.avi,,9,9m,2813.764,4.500,,1,false alarm,1.095,j,1.095
mm_,1,emo_fac,40,ekl,valid,ekl,ekl99w31.avi,,9,9w,2840.263,4.500,,99,false alarm,1.104,e,1.104
mm_,1,emo_fac,151,fre,valid,fre,fre99w04.avi,,9,9w,2866.580,4.500,,1,false alarm,0.936,j,0.936
mm_,1,emo_fac,58,fre,valid,fre,fre99w12.avi,,9,9w,2891.801,4.500,,99,false alarm,0.595,e,0.595
